,Course,Education Level,Institutions,Year,GM (%)
189,BACELOR SAINS DAN TEKNOLOGI KAYU,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
190,BACELOR SAINS DAN TEKNOLOGI KAYU,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,100
191,BACELOR SAINS DAN TEKNOLOGI MAKANAN,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,100
192,BACELOR SAINS DIETETIK DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
193,BACELOR SAINS DIETETIK DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,100
194,BACELOR SAINS FIZIK DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
195,BACELOR SAINS FIZIK DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,100
196,BACELOR SAINS FIZIK DENGAN PENDIDIKAN (KEPUJIAN),Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
197,BACELOR SAINS FIZIK DENGAN PENDIDIKAN (KEPUJIAN),Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,100
198,BACELOR SAINS FORENSIK (KEPUJIAN),Ijazah pertama,MANAGEMENT AND SCIENCE UNIVERSITY,2023,100
199,BACELOR SAINS HORTIKULTUR,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,100
200,BACELOR SAINS KIMIA DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
201,BACELOR SAINS KIMIA DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,100
202,BACELOR SAINS KIMIA DENGAN PENDIDIKAN (KEPUJIAN),Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
203,BACELOR SAINS KIMIA DENGAN PENDIDIKAN (KEPUJIAN),Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,100
204,BACELOR SAINS KIMIA PERINDUSTRIAN DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
205,BACELOR SAINS KIMIA PERINDUSTRIAN DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,100
206,BACELOR SAINS KIMIA PETROLEUM DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
207,BACELOR SAINS KIMIA PETROLEUM DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,100
208,BACELOR SAINS KOMPUTER (MULTIMEDIA),Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
209,BACELOR SAINS KOMPUTER (RANGKAIAN KOMPUTER),Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
210,BACELOR SAINS KOMPUTER (RANGKAIAN KOMPUTER),Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,100
211,BACELOR SAINS KOMPUTER (SISTEM KOMPUTER),Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
212,BACELOR SAINS KOMPUTER DENGAN KEPUJIAN,Ijazah pertama,MANAGEMENT AND SCIENCE UNIVERSITY,2022,100
213,BACELOR SAINS MATEMATIK DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
214,BACELOR SAINS MATEMATIK DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,100
215,BACELOR SAINS MATEMATIK DENGAN PENDIDIKAN (KEPUJIAN),Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
216,BACELOR SAINS MIKROBIOLOGI DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
217,BACELOR SAINS PEMAKANAN DAN KESIHATAN KOMUNITI DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,100
218,BACELOR SAINS PEMBANGUNAN MANUSIA,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
219,BACELOR SAINS PEMBANGUNAN MANUSIA DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,100
220,BACELOR SAINS PEMBANGUNAN MANUSIA DENGAN PENGURUSAN,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
221,BACELOR SAINS PEMBANGUNAN MANUSIA DENGAN PENGURUSAN,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,100
222,BACELOR SAINS PEMBANGUNAN MANUSIA DENGAN TEKNOLOGI MAKLUMAT,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
223,BACELOR SAINS PEMBANGUNAN MANUSIA DENGAN TEKNOLOGI MAKLUMAT,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,100
224,BACELOR SAINS PEMBANGUNAN SUMBER MANUSIA,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
225,BACELOR SAINS PENGURUSAN PENERBANGAN DAN PILOTING (KEPUJIAN),Ijazah pertama,MANAGEMENT AND SCIENCE UNIVERSITY,2022,100
226,BACELOR SAINS PENGURUSAN PENERBANGAN DAN PILOTING (KEPUJIAN),Ijazah pertama,MANAGEMENT AND SCIENCE UNIVERSITY,2023,100
227,BACELOR SAINS PENGURUSAN PERLADANGAN,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
228,BACELOR SAINS PENGURUSAN PERLADANGAN,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,100
229,BACELOR SAINS PERHUTANAN,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
230,BACELOR SAINS PERHUTANAN,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,100
231,BACELOR SAINS PERNIAGAANTANI,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
232,BACELOR SAINS PERTANIAN,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
233,BACELOR SAINS PERTANIAN,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,100
234,BACELOR SAINS PERUBATAN (KEPUJIAN),Ijazah pertama,MANAGEMENT AND SCIENCE UNIVERSITY,2022,100
235,BACELOR SAINS SENI BINA,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
236,BACELOR SAINS SENI BINA,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,100
237,BACELOR SAINS SENI BINA DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,100
238,BACELOR SAINS STATISTIK DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
239,BACELOR SAINS STATISTIK DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,100
240,BACELOR SAINS STATISTIK DENGAN PENDIDIKAN (KEPUJIAN),Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
241,BACELOR SAINS STATISTIK DENGAN PENDIDIKAN (KEPUJIAN),Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,100
242,BACELOR SAINS TAMAN DAN REKREASI,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
243,BACELOR SAINS TAMAN DAN REKREASI,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,100
244,BACELOR SAINS TAMAN DAN REKREASI DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,100
245,BACELOR SAINS TEKNOLOGI FARMASEUTIKAL (KEPUJIAN),Ijazah pertama,MANAGEMENT AND SCIENCE UNIVERSITY,2022,100
246,BACELOR SAINS TEKNOLOGI FARMASEUTIKAL (KEPUJIAN),Ijazah pertama,MANAGEMENT AND SCIENCE UNIVERSITY,2023,100
247,BACELOR SAINS TEKNOLOGI KAYU,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
248,BACELOR SASTERA (BAHASA ASING),Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
249,BACELOR SASTERA (BAHASA DAN LINGUISTIK MELAYU),Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
250,BACELOR SASTERA (BAHASA INGGERIS),Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
251,BACELOR SASTERA (KESUSASTERAAN INGGERIS),Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
252,BACELOR SASTERA BAHASA ARAB,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
253,BACELOR SASTERA BAHASA ARAB,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,100
254,BACELOR SASTERA BAHASA DAN LINGUISTIK INGGERIS,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
255,BACELOR SASTERA BAHASA DAN LINGUISTIK INGGERIS,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,100
256,BACELOR SASTERA BAHASA DAN LINGUISTIK MELAYU,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
257,BACELOR SASTERA BAHASA DAN LINGUISTIK MELAYU,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,100
258,BACELOR SASTERA BAHASA INGGERIS,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
259,BACELOR SASTERA BAHASA INGGERIS,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,100
260,BACELOR SASTERA BAHASA MELAYU,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,100
261,BACELOR SASTERA KESUSASTERAAN INGGERIS,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
262,BACELOR SASTERA KESUSASTERAAN INGGERIS,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,100
263,BACELOR SASTERA KESUSASTERAAN MELAYU,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
264,BACELOR SASTERA KESUSASTERAAN MELAYU,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,100
265,BACELOR SASTERA PENGAJIAN BAHASA CINA,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
266,BACELOR SASTERA PENGAJIAN BAHASA CINA,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,100
267,BACELOR SASTERA PENGAJIAN BAHASA CINA DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,100
268,BACELOR SASTERA PENGAJIAN BAHASA JERMAN,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
269,BACELOR SASTERA PENGAJIAN BAHASA JERMAN,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,100
270,BACELOR SASTERA PENGAJIAN BAHASA PERANCIS,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
271,BACELOR SASTERA PENGAJIAN BAHASA PERANCIS,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,100
272,BACELOR SENI BINA LANDSKAP,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2023,100
273,BACELOR SENI KULINARI (KEPUJIAN),Ijazah pertama,MANAGEMENT AND SCIENCE UNIVERSITY,2023,100
274,BACELOR SENI PATISERI (KEPUJIAN),Ijazah pertama,MANAGEMENT AND SCIENCE UNIVERSITY,2022,100
275,BACELOR SENI REKA FESYEN DENGAN PEMASARAN (KEPUJIAN),Ijazah pertama,MANAGEMENT AND SCIENCE UNIVERSITY,2022,100
276,BACELOR SENI REKA FESYEN DENGAN PEMASARAN (KEPUJIAN),Ijazah pertama,MANAGEMENT AND SCIENCE UNIVERSITY,2023,100
277,BACELOR SENIBINA LANDSKAP,Ijazah pertama,UNIVERSITI PUTRA MALAYSIA,2022,100
278,BACELOR TEKNOLOGI KEJURUTERAAN (ELEKTRIK DAN ELEKTRONIK) (KEPUJIAN),Ijazah pertama,MANAGEMENT AND SCIENCE UNIVERSITY,2022,100
279,BACELOR TEKNOLOGI KEJURUTERAAN (ELEKTRIK DAN ELEKTRONIK) (KEPUJIAN),Ijazah pertama,MANAGEMENT AND SCIENCE UNIVERSITY,2023,100
280,BACELOR TEKNOLOGI MAKLUMAT DAN KOMUNIKASI DENGAN KEPUJIAN,Ijazah pertama,MANAGEMENT AND SCIENCE UNIVERSITY,2022,100
281,BACELOR TEKNOLOGI MAKLUMAT DAN KOMUNIKASI DENGAN KEPUJIAN,Ijazah pertama,MANAGEMENT AND SCIENCE UNIVERSITY,2023,100
282,BACELOR TEKNOLOGI MUZIK (KEPUJIAN),Ijazah pertama,MANAGEMENT AND SCIENCE UNIVERSITY,2022,100
283,BACELOR TEKNOLOGI MUZIK (KEPUJIAN),Ijazah pertama,MANAGEMENT AND SCIENCE UNIVERSITY,2023,100
284,BACELOR TEKNOLOGI PERKHIDMATAN MAKANAN (KEPUJIAN),Ijazah pertama,MANAGEMENT AND SCIENCE UNIVERSITY,2022,100
285,BACELOR TEKNOLOGI PERKHIDMATAN MAKANAN (KEPUJIAN),Ijazah pertama,MANAGEMENT AND SCIENCE UNIVERSITY,2023,100
286,BACELOR UNDANG-UNDANG DAN PERDAGANGAN (KEPUJIAN),Ijazah pertama,MANAGEMENT AND SCIENCE UNIVERSITY,2022,100
287,BACELOR UNDANG-UNDANG DAN PERDAGANGAN (KEPUJIAN),Ijazah pertama,MANAGEMENT AND SCIENCE UNIVERSITY,2023,100
288,BACHELOR (HONS) IN BUSINESS ADMINISTRATION IN ACCOUNTING,Ijazah pertama,LINCOLN UNIVERSITY COLLEGE,2023,100
289,BACHELOR (HONS) IN SPORT MANAGEMENT,Ijazah pertama,LIMKOKWING UNIVERSITY OF CREATIVE TECHNOLOGY,2023,100
290,BACHELOR BUSINESS ADMINISTRATION (HONS) FINANCE,Ijazah pertama,KOLEJ IBS,2022,100
291,BACHELOR DEGREE IN MANAGEMENT,Ijazah pertama,RANACO EDUCATION AND TRAINING INSTITUTE,2023,100
292,BACHELOR IN ACCOUNTING (HONS),Ijazah pertama,UniKL-BUSINESS SCHOOL,2023,100
293,BACHELOR IN BANKING AND FINANCE (HONS),Ijazah pertama,ASIA PACIFIC UNIVERSITY OF TECHNOLOGY & INNOVATION,2022,100
294,BACHELOR IN BANKING AND FINANCE (HONS),Ijazah pertama,ASIA PACIFIC UNIVERSITY OF TECHNOLOGY & INNOVATION,2023,100
295,BACHELOR IN BUSINESS ADMINISTRATION,Ijazah pertama,LINCOLN UNIVERSITY COLLEGE,2023,100
296,BACHELOR IN BUSINESS ADMINISTRATION,Ijazah pertama,UNIVERSITI MAHSA,2023,100
297,BACHELOR IN COMPUTING AND BUSINESS MANAGEMENT WITH HONOURS,Ijazah pertama,UniKL-MALAYSIAN INSTITUTE OF INFORMATION TECHNOLOGY,2022,100
298,BACHELOR IN COMPUTING AND BUSINESS MANAGEMENT WITH HONOURS,Ijazah pertama,UniKL-MALAYSIAN INSTITUTE OF INFORMATION TECHNOLOGY,2023,100
299,BACHELOR IN EARLY CHILDHOOD EDUCATION (HONOURS),Ijazah pertama,KOLEJ UNIVERSITI YAYASAN PAHANG,2022,100
300,BACHELOR IN EARLY CHILDHOOD EDUCATION (HONOURS),Ijazah pertama,UNIVERSITI ANTARABANGSA ALBUKHARY,2022,100
301,BACHELOR IN EARLY CHILDHOOD EDUCATION (HONOURS),Ijazah pertama,UNIVERSITI ANTARABANGSA ALBUKHARY,2023,100
302,BACHELOR IN HOSPITAL MANAGEMENT,Ijazah pertama,UNIVERSITI MAHSA,2023,100
303,BACHELOR IN HOSPITAL MANAGEMENT (HONS),Ijazah pertama,UNIVERSITI MAHSA,2022,100
304,BACHELOR IN HOTEL MANAGEMENT (HONS),Ijazah pertama,UNITAR INTERNATIONAL UNIVERSITY,2022,100
305,BACHELOR IN MARITIME AND LOGISTICS (HONOURS),Ijazah pertama,NETHERLANDS MARITIME UNIVERSITY COLLEGE,2022,100
306,BACHELOR IN MEDICAL SCIENCES (HONS),Ijazah pertama,INTERNATIONAL MEDICAL UNIVERSITY,2022,100
307,BACHELOR IN MULTIMEDIA (HONOURS) (VISUAL EFFECTS),Ijazah pertama,UNIVERSITI MULTIMEDIA,2023,100
308,BACHELOR IN NURSING (HONOURS),Ijazah pertama,MANAGEMENT AND SCIENCE UNIVERSITY,2023,100
309,BACHELOR IN OFFICE MANAGEMENT TECHNOLOGY (HONOURS),Ijazah pertama,MANAGEMENT AND SCIENCE UNIVERSITY,2022,100
310,BACHELOR IN PHYSIOTHERAPY (HONS),Ijazah pertama,KPJ HEALTHCARE UNIVERSITY,2023,100
311,BACHELOR IN TOURISM MANAGEMENT (HONS),Ijazah pertama,UNITAR INTERNATIONAL UNIVERSITY,2022,100
312,BACHELOR IN TOURISM PLANNING AND DEVELOPMENT (HONOURS),Ijazah pertama,UniKL-BUSINESS SCHOOL,2023,100
313,BACHELOR OF ACCOUNTANCY,Ijazah pertama,LINCOLN UNIVERSITY COLLEGE,2023,100
314,BACHELOR OF ACCOUNTANCY (HONOURS) IN COLLABORATION WITH IUKL,Ijazah pertama,REGAL CITY COLLEGE,2022,100
315,BACHELOR OF ACCOUNTANCY (HONS),Ijazah pertama,KOLEJ PENGAJIAN TINGGI ATC-KUALA LUMPUR,2022,100
316,BACHELOR OF ACCOUNTING (HONS),Ijazah pertama,DRB-HICOM UNIVERSITY OF AUTOMOTIVE MALAYSIA,2023,100
317,BACHELOR OF ACCOUNTING AND FINANCE (HONOURS),Ijazah pertama,ASIA PACIFIC UNIVERSITY OF TECHNOLOGY & INNOVATION,2023,100
318,BACHELOR OF ART (HONOURS) BUSINESS & MANAGEMENT COLLABORATION 3+0 WITH LEEDS BECKET UNIVERSITY,Ijazah pertama,AMC COLLEGE,2022,100
319,BACHELOR OF ART (HONS) BUSINESS AND HOSPITALITY MANAGEMENT,Ijazah pertama,UNIVERSITI NILAI,2022,100
320,BACHELOR OF ART (HONS) BUSINESS AND HOSPITALITY MANAGEMENT,Ijazah pertama,UNIVERSITI NILAI,2023,100
321,BACHELOR OF ARTS (HONOURS),Ijazah pertama,MONASH UNIVERSITY MALAYSIA,2022,100
322,BACHELOR OF ARTS (HONOURS),Ijazah pertama,MONASH UNIVERSITY MALAYSIA,2023,100
323,BACHELOR OF ARTS (HONOURS) ACCOUNTING AND FINANCE,Ijazah pertama,TAYLOR'S UNIVERSITY,2023,100
324,"BACHELOR OF ARTS (HONOURS) ACCOUNTING AND FINANCE IN COLLABORATION 3+0 WITH STAFFORDSHIRE UNIVERSITY, UK",Ijazah pertama,KOLEJ DISTED,2023,100
325,BACHELOR OF ARTS (HONOURS) BRANDING AND ADVERTISING,Ijazah pertama,UCSI UNIVERSITY,2022,100
326,BACHELOR OF ARTS (HONOURS) BUSINESS MANAGEMENT,Ijazah pertama,FIRST CITY UNIVERSITY COLLEGE,2023,100
327,BACHELOR OF ARTS (HONOURS) ENGLISH LANGUAGE TEACHING,Ijazah pertama,KOLEJ UNIVERSITI SELATAN,2022,100
328,BACHELOR OF ARTS (HONOURS) IN ACCOUNTING AND FINANCE,Ijazah pertama,AMC COLLEGE,2023,100
329,BACHELOR OF ARTS (HONOURS) IN BUSINESS AND MANAGEMENT,Ijazah pertama,AMC COLLEGE,2023,100
330,BACHELOR OF ARTS (HONOURS) IN BUSINESS MANAGEMENT,Ijazah pertama,ASIA PACIFIC UNIVERSITY OF TECHNOLOGY & INNOVATION,2023,100
331,BACHELOR OF ARTS (HONOURS) IN CHINESE STUDIES,Ijazah pertama,KOLEJ UNIVERSITI KOMUNIKASI HAN CHIANG,2023,100
332,BACHELOR OF ARTS (HONOURS) IN DIGITAL MEDIA PRODUCTION,Ijazah pertama,UOW MALAYSIA KDU UNIVERSITY COLLEGE,2023,100
333,BACHELOR OF ARTS (HONOURS) IN GRAPHIC DESIGN,Ijazah pertama,ASIA E UNIVERSITY,2023,100
334,BACHELOR OF ARTS (HONOURS) IN HOSPITALITY MANAGEMENT,Ijazah pertama,UCSI UNIVERSITY,2022,100
335,BACHELOR OF ARTS (HONOURS) IN HOSPITALITY MANAGEMENT,Ijazah pertama,UCSI UNIVERSITY (KAMPUS SARAWAK),2023,100
336,BACHELOR OF ARTS (HONOURS) IN INTERIOR ARCHITECTURE,Ijazah pertama,SUNWAY UNIVERSITY,2022,100
337,BACHELOR OF ARTS (HONOURS) IN INTERIOR ARCHITECTURE,Ijazah pertama,SUNWAY UNIVERSITY,2023,100
338,BACHELOR OF ARTS (HONOURS) IN INTERIOR ARCHITECTURE,Ijazah pertama,TAYLOR'S UNIVERSITY,2023,100
339,BACHELOR OF ARTS (HONOURS) IN INTERNATIONAL CULINARY ARTS,Ijazah pertama,UOW MALAYSIA KDU PENANG UNIVERSITY COLLEGE,2022,100
340,BACHELOR OF ARTS (HONOURS) IN INTERNATIONAL CULINARY ARTS,Ijazah pertama,UOW MALAYSIA KDU PENANG UNIVERSITY COLLEGE,2023,100
341,BACHELOR OF ARTS (HONOURS) IN INTERNATIONAL HOTEL AND TOURISM MANAGEMENT,Ijazah pertama,UOW MALAYSIA KDU PENANG UNIVERSITY COLLEGE,2022,100
342,BACHELOR OF ARTS (HONOURS) IN MEDIA PRODUCTION?,Ijazah pertama,UOW MALAYSIA KDU PENANG UNIVERSITY COLLEGE,2022,100
343,BACHELOR OF ARTS (HONOURS) IN NEW MEDIA AND ADVERTISING,Ijazah pertama,UOW MALAYSIA KDU PENANG UNIVERSITY COLLEGE,2023,100
344,BACHELOR OF ARTS (HONOURS) IN TOURISM MANAGEMENT,Ijazah pertama,ASIA PACIFIC UNIVERSITY OF TECHNOLOGY & INNOVATION,2023,100
345,BACHELOR OF ARTS (HONOURS) INTERIOR ARCHITECTURE,Ijazah pertama,TAYLOR'S UNIVERSITY,2022,100
346,BACHELOR OF ARTS (HONOURS) INTERIOR ARCHITECTURE,Ijazah pertama,TAYLOR'S UNIVERSITY,2023,100
347,BACHELOR OF ARTS (HONOURS) INTERNATIONAL BUSINESS MANAGEMEN,Ijazah pertama,FAME INTERNATIONAL COLLEGE,2022,100
348,"BACHELOR OF ARTS (HONOURS) MASS COMMUNICATIONS 3+0 IN COLLABORATIONS WITH UNIVERSITY OF HERTFORDSHIRE, UK",Ijazah pertama,INTI INTERNATIONAL COLLEGE PENANG,2022,100
349,BACHELOR OF ARTS (HONOURS) MUSIC PERFORMANCE,Ijazah pertama,SUNWAY UNIVERSITY,2022,100
350,BACHELOR OF ARTS (HONOURS) MUSIC PERFORMANCE,Ijazah pertama,SUNWAY UNIVERSITY,2023,100
351,BACHELOR OF ARTS (HONOURS) SUPPLY CHAIN OPERATIONS MANAGEMENT,Ijazah pertama,UCSI UNIVERSITY,2022,100
352,BACHELOR OF ARTS (HONS),Ijazah pertama,KOLEJ ANTARABANGSA IMPERIUM,2022,100
353,BACHELOR OF ARTS (HONS) ACCOUNTING AND FINANCE,Ijazah pertama,KOLEJ IBS,2022,100
354,BACHELOR OF ARTS (HONS) ACCOUNTING AND FINANCE 3 + 0,Ijazah pertama,KOLEJ SEGi-SARAWAK,2022,100
355,BACHELOR OF ARTS (HONS) AIRLINE AND AIRPORT MANAGEMENT,Ijazah pertama,UNIVERSITY COLLEGE OF AVIATION MALAYSIA,2022,100
356,BACHELOR OF ARTS (HONS) BUSINESS ADMINISTRATION,Ijazah pertama,KOLEJ IBS,2022,100
357,BACHELOR OF ARTS (HONS) BUSINESS ADMINISTRATION,Ijazah pertama,KOLEJ IBS,2023,100
358,BACHELOR OF ARTS (HONS) EARLY YEARS EDUCATION,Ijazah pertama,KOLEJ SEGi-SARAWAK,2023,100
359,BACHELOR OF ARTS (HONS) IN ACCOUNTING,Ijazah pertama,UCSI UNIVERSITY,2022,100
360,BACHELOR OF ARTS (HONS) IN ACCOUNTING AND FINANCE,Ijazah pertama,UCSI UNIVERSITY,2022,100
361,BACHELOR OF ARTS (HONS) IN ADMINISTRATIVE MANAGEMENT,Ijazah pertama,KUALA LUMPUR METROPOLITAN UNIVERSITY COLLEGE,2022,100
362,BACHELOR OF ARTS (HONS) IN BUSINESS ADMINISTRATION,Ijazah pertama,UCSI UNIVERSITY,2022,100
363,BACHELOR OF ARTS (HONS) IN COMMERCE,Ijazah pertama,UCSI UNIVERSITY,2022,100
364,BACHELOR OF ARTS (HONS) IN COMMERCE,Ijazah pertama,UCSI UNIVERSITY (KAMPUS SARAWAK),2023,100
365,BACHELOR OF ARTS (HONS) IN E-BUSINESS,Ijazah pertama,KUALA LUMPUR METROPOLITAN UNIVERSITY COLLEGE,2022,100
366,BACHELOR OF ARTS (HONS) IN E-BUSINESS,Ijazah pertama,KUALA LUMPUR METROPOLITAN UNIVERSITY COLLEGE,2023,100
367,BACHELOR OF ARTS (HONS) IN ENGLISH LANGUAGE AND COMMUNICATION,Ijazah pertama,UCSI UNIVERSITY,2022,100
368,BACHELOR OF ARTS (HONS) IN EVENT AND TOURISM MANAGEMENT,Ijazah pertama,UCSI UNIVERSITY,2022,100
369,BACHELOR OF ARTS (HONS) IN EVENT AND TOURISM MANAGEMENT,Ijazah pertama,UCSI UNIVERSITY (KAMPUS SARAWAK),2023,100
370,BACHELOR OF ARTS (HONS) IN FASHION DESIGN WITH MARKETING,Ijazah pertama,UCSI UNIVERSITY,2022,100
371,BACHELOR OF ARTS (HONS) IN FASHION MARKETING,Ijazah pertama,FIRST CITY UNIVERSITY COLLEGE,2023,100
372,BACHELOR OF ARTS (HONS) IN GRAPHIC DESIGN,Ijazah pertama,ASIA E UNIVERSITY,2022,100
373,BACHELOR OF ARTS (HONS) IN GRAPHIC DESIGN,Ijazah pertama,KUALA LUMPUR METROPOLITAN UNIVERSITY COLLEGE,2022,100
374,BACHELOR OF ARTS (HONS) IN GRAPHIC DESIGN,Ijazah pertama,KUALA LUMPUR METROPOLITAN UNIVERSITY COLLEGE,2023,100
375,BACHELOR OF ARTS (HONS) IN GRAPHIC DESIGN,Ijazah pertama,UCSI UNIVERSITY,2022,100
376,BACHELOR OF ARTS (HONS) IN INDUSTRIAL DESIGN,Ijazah pertama,LIMKOKWING UNIVERSITY OF CREATIVE TECHNOLOGY,2023,100
377,BACHELOR OF ARTS (HONS) IN INTERIOR ARCHITECTURE,Ijazah pertama,UCSI UNIVERSITY,2022,100
378,BACHELOR OF ARTS (HONS) IN INTERIOR ARCHITECTURE,Ijazah pertama,UOW MALAYSIA KDU PENANG UNIVERSITY COLLEGE,2022,100
379,BACHELOR OF ARTS (HONS) IN INTERIOR ARCHITECTURE,Ijazah pertama,UOW MALAYSIA KDU PENANG UNIVERSITY COLLEGE,2023,100
380,BACHELOR OF ARTS (HONS) IN MARKETING,Ijazah pertama,INSTITUT METHODIST PILLEY,2022,100
381,BACHELOR OF ARTS (HONS) IN MARKETING,Ijazah pertama,UCSI UNIVERSITY,2022,100
382,BACHELOR OF ARTS (HONS) IN MASS COMMUNICATION,Ijazah pertama,UCSI UNIVERSITY,2022,100
383,BACHELOR OF ARTS (HONS) IN MULTIMEDIA,Ijazah pertama,KUALA LUMPUR METROPOLITAN UNIVERSITY COLLEGE,2022,100
384,BACHELOR OF ARTS (HONS) IN MULTIMEDIA DESIGN,Ijazah pertama,UCSI UNIVERSITY,2022,100
385,BACHELOR OF ARTS (HONS) IN PSYCHOLOGY,Ijazah pertama,UCSI UNIVERSITY,2022,100
386,BACHELOR OF ARTS (HONS) IN TOURISM MANAGEMENT,Ijazah pertama,LIMKOKWING UNIVERSITY OF CREATIVE TECHNOLOGY,2022,100
387,BACHELOR OF ARTS (HONS) LOGISTICS MANAGEMENT,Ijazah pertama,UCSI UNIVERSITY,2022,100
